id,texto,sentimento
387,meu tt tá péssimo hj #AGataComeuNoGloboplay,-1
421,"toda vez que quero defender a malu, ela vai lá e faz merda #mulheresdeareia",-1
211,"Uma confeitaria em Pequim lançou um desafio baseado no programa para atrair a clientela mais jovem fã da série sul-coreana  Round 6 , que se tornou o título mais assistido do catálogo da Netflix desde o lançamento ",1
38,"Querido diário, Hoje me senti a própria Carolina Dieckman em Laços de Família porque minha nova rotina exige o cabelo curto. Eu poderia dizer que sacrifícios são precisos, mas lembrei que ser brasileiro e pobre já é tortura por si só.",-1
258,eu fui saber por causa da novela mulheres apaixonadas djejekekeke eu adoro o cd,1
612,"Sem revelar sua idade, qual foi seu primeiro crush na tv? Rodrigo Santoro em mulheres apaixonadas",1
69,caralho foquei tanto no lançamento de Montero que esqueci que tem temporada nova de Sex Education,-1
406,Esse povo nunca vai superar o fim de Laços de Família? Todo dia uma pessoa comparando com #TiTiTi HAJA SACO!,-1
8,"Entrevista comigo e com a Leninha, sobre o Round 6 trazer problemas para as crianças, no portal da colônia lusófona em Londres. #portallondres #Round6",-1
181,Tema da novela Pedra sobre Pedra. Tempos vividos anos atrás.,0
920,Tieta de Roque Santeiro? Ou a Perpétua de Tieta?,0
267,te odeio alex te amo rodrigo lombardi #VerdadesSecretas,0
238,Explode Coração. :) Os nomes das novelas são todo um tratado.,1
441,VIDA PRA MIM AGORA É A DINÁ #AViagemNoGloboplay,1
141,"De Benedito Ruy Barbosa, há 22 anos a Globo estreava #TerraNostra. Estrelada por Ana Paula Arósio, Thiago Lacerda, Raul Cortez, Gabriel Braga Nunes e Maria Fernanda Cândida a trama estreou com 51 pontos e fechou seus 221 capítulos com 43.7 de média geral.",0
992,"a Babi é de menor, olha a pedofilia aí Zé Mário... #AGataComeuNoGloboplay",-1
540,Quem menospreza Laços de Família por ser  lenta  é justamente piroqueiro de audiência ou fã de circo https://t.co/5z62o3Gd4Y,-1
426,"Chegou mais uma pra disputar o posto de #Tieta se um dia a #Globo inventar de fazer remake da novela. Sinceramente, de todas as possíveis candidatas , Taís é pra mim a mais interessante! https://t.co/oKc5ugPXzd",1
498,A gaitada que eu dei kkk #AGataComeuNoGloboplay,1
97,Verdades secretas vai estar top hj baa,1
940,"eu fico impressionado como as novelas do Aguinaldo Silva conseguem ficar tão datadas, assistir reprise de alguma novela dele depois de Pedra sobre Pedra é uma atividade insalubre",-1
692,Laços de Família é meu top 3 do Maneco mas admito: é a novela mais barriguda e parada dele e a re-re-reprise escancarou isso insuportável aquela fase pós-casamento da talarica e também demora bastante pra ela roubar o namorado da Helena,-1
467,Esse povo de novela se apaixona tão rápido. Kkkkk #AFavorita,0
598,andreia bijou vê a alma de mãe binah no ensaio da escola de samba e fica assustada capítulo 90 #DuasCaras #DuasCarasNoGloboplay,0
774,#AGataComeuNoGloboplay O Fábio enforcou a velha mds q doido,-1
955,Embora eu ache que Cristiano (Selva de Pedra) seja pior que André.,-1
94,crush: Thiago Lacerda na novela Terra Nostra,1
520,"chocolate com pimenta, ele foi criado como se fosse menina e dps descobriu que era menino",0
102,Cheguei no penúltimo capitulo de #MulheresApaixonadas,0
339,Assistindo Tieta numa aba e estudando na outra Equilíbrio é tudo,0
600,acho a abertura de mulheres apaixonadas linda 😭😭😭,1
989,"eu com o meu desse tocando b-day, o cd das mulheres apaixonadas internacional e os mini cds da coca-cola que vc trocava por tampinhas no mercado",0
533,GENTE POR FAVOR O CARA TA RASPANDO A CABEÇA COM A MUSICA DO LAÇOS DE FAMILIA ,0
0,É o Luiz Caldas que cantava a música de abertura de Tieta !,0
710,"#ExplodeCoração era uma novela excelente de gloria perez. Hoje, as bizarrices que vemos nas novelas da quase extinta globo farão o grupo falir de vez. Ninguém aguenta mais esse General que dar ordens de cima pra baixo literalmente pra destruir famílias e a própria empresa.",1
657,O de laços de família era perfeito!,1
539,me deu uma vontade de assistir mulheres de areia agora,1
954,o selton mello nessa novela é uma coisa tão (???) #pedrasobrepedra,0
154,NÃO É UM TREINAMENTO! 🔥🍆 A 3ª temporada de #SexEducation já está disponível na @fulano ,0
542,"Que pena, hj mesmo comentei com um ex aluno o quanto as cenas dela em #VeredaTropical são divertidas. Humorista Marina Miranda, da  Escolinha , morre aos 90 ano",1
713,Não acredito que ainda estou acordada só pra esperar o lançamento da 3° temporada de #SexEducation,-1
838,a biografia do magnífico reitor francisco marcieira e a própria bio do wilker #DuasCarasNoGloboplay,0
365,"Bia otária demais, dispensando um jantar que tem Alberto e Estela juntos, os maiores comiloes. Provavelmente perdeu um rodízio de massas. #AViagemNoGloboplay",-1
667,estou sem palavras o bem amado um dos maiores atos da teledramaturgia nunca vi uma novela tão atemporal minha doce terra sucupira!!! agradecimento mais que especial a kween que me acompanhou em mais uma trajetória o sentimento é de gratidão [fim da thread],1
487,Já foi pra Vereda Tropical? Tá mais legal que Tieta.,-1
762,Mulheres de areia é a melhor novela tnc,1
16,a rafa é tão fofa e atenciosa e a clara deixando ela de lado por um cartão de crédito ai gente sem condições #mulheresapaixonadas,1
400," esses moleques de hoje em dia são muito otários, homem de verdade era aqueles do meu tempo de quenga  carreira, barbara, 2007 capítulo 54 #DuasCaras #DuasCarasNoGloboPlay https://t.co/IpwHsOV8L4",-1
39,"eu gosto da versão original de pantanal (1990) porque fez parte da minha infância,",1
2,#AGataComeuNoGloboplay Eu não sei se a Ofélia tá mais feliz com a coceira ou com dinheiro do Tony,1
466,"Dica do dia: Se você ainda não viu Round 6, NÃO VEJA. O final é uma MERDA INACREDITÁVEL. Essa série é a maior trollada dos últimos anos na internet.",-1
384,"Eitaaaaaa! Selva de Pedra tbem vi, não lembro da estória, só algumas cenas e q o Tony Ramos tinha um irmão gêmeo.",1
199,caralho verdades secretas hj pega fogo kkk 🔥,1
103,Verdades Secretas poderia se chamar Tudo que um Rico Escroto Pode Fazer em Prol do Próprio Pau #VerdadesSecretas,-1
262,uma correção: em laços de familia o boy (giane) era namorado da mãe (helena) e a filha (camila) roubou.. não o contrario kkkkk,0
208,"😽 - Eu não dou mais nenhum passo. MUITO BEEEEM, JÔ! - Cansei, cansei, cansei, canseeei, Tony Duarte. {te amo, Jô... segue firme, tô contigo 💖 a carinha dela sabendo da alergia da Paula... 😅😅😅 impagável} #AGataComeuNoGLOBOPLAY",1
195,"Isso dona Conceição, bota ordem nisso aí! Bater em mulher não dá! #AGataComeuNoGloboplay",1
130,E depois de #TerraNostra temos #LadoALado,0
994,O Danton Mello tava muito moleque nessa novela. Fofo. #Tieta,1
756,"Aliás, vereda tropical é bom?",0
761,Triste que lá na época de Tieta e por aí o Aguinaldo tinha um viés muito de esquerda e progressista nas obras dele.,-1
450,"Eu tava conversando com uma amiga que se algum dia eu fosse conhecer a Andréa Beltrão, eu levaria meus discos de A Viagem e Armação Ilimitada pra ela autografar, agora EU PRECISO QUE ISSO ACONTEÇA ALGUM DIA PLMDDS",1
716,"Música da novela Pedra sobre pedra, a melhor de sempre 🙂",1
534,chocolate com pimenta >>>,1
905,vagabund*s nojennt*s q ódio se eles tem a porr* do dvd de selva de pedra e irmãos coragem ficam nessa putari* de só disponibilizar novela bomb*,-1
738,"Não bastasse Roque... quase 50 anos depois, Sucupira existe e, O Bem Amado parece ter sido inspirada no  aqui e agora ...Bizarro!",-1
70,muito 90 s culture ir mó galera deixar alguém no aeroporto pra uma viagem de poucos dias kkkk (esse tweet foi escrito vendo helena e edu embarcando pra Tóquio em laços de família),0
59,Dica de vídeo de hoje. A série sul-coreana  ROUND 6 (Netflix) . Leia:,0
396,Quenga certificada pela Universidade de Tieta do Agreste. Derrubava os mocinhos nas praias de Salvador kkkk,0
228,jamais me esquecerei dela na cena do bebê morto em Terra Nostra.,0
972,Kkkkkk grande laços de família,0
409,depois da cena do beijinho doce na Favorita eles pegam ranço da flora kkkk,-1
107,#AGataComeuNoGloboplay Ester fingindo q não acha a chave pra Lenita n saber do enxoval... Velha safada,-1
395,Te dou a vida me lembrou Laços de Família kkkkk,1
519,Falta dois dias pro lançamento da terceira temporada de sex education 🙌😻😻,1
23,aqui assistindo explode coração e toda vez que alguém fala Darah na novela e percebo que não é comigo ou falando de mim eu fico ?????? ue n sou um alien e existe mais gente da minha tribo ??,0
884,"mulheres de areia é tão atual, um fdp antivacina na prefeitura, apoiadores mais escrotos ainda...",-1
993,em um caso seríssimo com a abertura de o bem amado chocando 0 pessoas,1
869,Eu adoro as cenas onde quebram a quarta parede. #VeredaTropical,1
276,Quase na metade de #OBemAmado e Telma e Anita Medrado continuam a disputar quem é mais insuportável.,-1
149,françoise forton em explode coração está acima de muitas mas ninguém acima dela,1
286, Pedra sobre Pedra  lá vai o Aguinaldo fazer referência às próprias novelas deles. Mas é um egocêntrico mesmo. #Imperio,-1
216,"branca c intuição fortíssima em relação a ferraço, sexto sentido apurado! #DuasCarasNoGloboplay",0
386,"Tô numa entrevista de emprego e pareceu uma prova de Round 6 que o primeiro se ferra, pq não sabia como ia rolar o negócio. E os últimos tem uma ideia",-1
633,Voltarei a assistir terra nostra,0
890,tô maratonando Verdades Secretas totalmente influenciada por Victória e que novela/gente descompensada....,1
307,ontem eu cheguei numa parte de #DuasCarasNoGloboplay que eu tinha esquecido o quanto foi um desserviço. pensando seriamente em ver a Silvia só pelos memes,-1
9,Martin é pastor! Esse livro aí é a Bíblia #será #AGataComeuNoGloboplay,0
470,"Assisti os 14 primeiros capítulos e sei lá , nada me chamou a atenção... estanho que é uma novela ágil mas tenho a impressão que falta algo ... mulheres de areia e mil vezes melhor",1
686,Ultimamente peguei um ranço da Esther...#AGataComeuNoGloboplay,-1
560,"Que pergunta didicil. Acho que a novela que mais assisti na vida, e nunca enjoei, é Laços de família. Era pra estar empatada com por amor, mas abandonei a última reprise pq não aguento mais olhar pra cara da Regina Duarte, sinto nojo. Por isso, opto pela deslumbrante Vera Fischer",1
696,"man o tazercraft (que e publico infantil) tbm ta fazendo desde o lançamento da serie videos de round 6, quem tem que controlar o que os filhos assistem sao os pais nao o youtuber",-1
123,"round 6 é a série mais assistida mundialmente e você JURA que ninguém ia se fantasiar dessa boneca, né??? agora me diz quem é q tá sendo a mais comentada???? dica n é sua bonekinha aí não ",-1
596,tenho um total de 0% de memórias da novela o clone,0
895,É melhor pararem mesmo se não quiserem ver a cara dela todo dia no remake de Terra Nostra 😂,0
980,Terceira temporada de Sex Education já está disponivel na Netflix,0
734,"Zé Alfredo se jogando na piscina cheia de dinheiro ao som de Pedras que Cantam, tema de abertura da icônica Pedra sobre Pedra, é uma das melhores e mais marcante cena dessa novela. #Império",1
190,Essa abertura de Mulheres de Areia é boa demar pqp KKKKKKK num paro de ouvir nam,1
613,me lembrou o segredo da caixa branca de perpetua em tieta do agreste grande novela da tv globo!!,0
683,"o ernesto me da uma vibe heloisa de mulheres apaixonadas, cara (n irei elaborar) #TeDouAVida002",0
769,RAUL VAI TOMA NO CUUUUUUU AAAAA KRALHO CARA CHATO DA P0RR444 NINGUÉM TE AGUENTA MAISSSSSSSS #Aviagem #AviagemNoGloboplay Estela se voce der na cara dele eu passo pano,-1
478,A 3 Temporada de  Sex Education  Já está Disponível na @fulano ,0
987,"o gancho desse primeiro capítulo tão icônico! ah, como amo... #LaçosDeFamilia ",1
343,"Não vai ter remake de mulheres de areia não, isso é fake",-1
745,Que novela maravilhosa é #OBemAmado 🧡💙🧡💙🧡💙🧡💙🧡💙🧡🧡💙🧡💙🧡🧡💙🧡,1
650,Giovanna Antonelli sobre volta de O Clone : Sempre alguém me reconhece como Jade,1
892,Mulheres de areia seria um fenômeno novamente,1
995,O ranço que eu tenho de Juvenal Antena não tem base. #DuasCarasNoGloboplay,-1
780,a química da júlia com o evilásio misericórdia fico até sem ar. apoiando a palmitagem #DuasCarasNoGloboplay,1
760,Chegou o noivo (pobre) da Paula #AGataComeuNoGloboplay,0
81,@fulano Por Amor é melhor q Laços de Família,1
326,A 3ª temporada de SEX EDUCATION já está disponível na Netflix! Está incrível 🤩 🍿🤩 ,1
393,"Fui seguir uma dica para ver série e depois voltar a estudar. Resolvi ver o ep 6 de round 6, desidratei de tanto chorar. PAROU.",-1
727,Dia 4 de outubro teremos duas novelas reestreando O Clone e Carinha De Anjo,0
967,"Eita!! Brasil e suas brasilidades 🤣🤣 Sério...às vezes me sinto dentro da novela O bem amado ( Dias Gomes) quem nunca assistiu , assista.",1
516,Vale também por Roque Santeiro e Tieta :),1
836,Tô só essa novela O Clone .kkk Vou asssistir quietinha.,1
697,Vamo lá Rede Globo . Olha o talento que vcs estão perdendo . Vamos de fazer o remake de Terra Nostra e chamar o nosso italiano de verdade...🗣️🗣️🗣️🗣️ https://t.co/UGRTlrcftB,1
765,Parem de buzinar esses tratores e tocar o Hino (horroroso) do RS q eu estou maratonando Explode Coração,1
879,terceira geração de homens inteligentes e que gostam de ler #AGataComeuNoGloboplay,1
152,"Um pouco antes do lançamento da terceira temporada da série  Sex Education , a Netflix (@fulano divulgou um trailer da temporada, em seu canal do YouTube (@fulano e em suas redes sociais oficiais. ",0
452,atenção a chata vai falar vai andreza fala #AViagemNoGloboplay,-1
48,@fulano O Manoel Carlos escrevia Laços de Família em comic sans,0
615,@fulano A inesquecível PERPÉTUA de #Tieta,1
507,"Blz... Mas ainda estou pensando aqui, como colocaram a dica que deram para o médico dentro de um ovo cozido em Round 6? Deram pra uma galinha comer por acaso? #Round6 #Netflix",0
753,@fulano Essa Tititi não chega aos pés de Laços de Família.,-1
963,@fulano Poha de Round 6/six/seis quero é lançamento nessa DamnationTV pra hoje,-1
29,comecei a assistir mulheres de areia e tô viciada,1
675,Terra Nostra 🗣️🅰️🅰️🗣️🅰️🅰️🗣️🅰️🅰️,1
140,"Toda vez que assisto selva de pedra fico cheia de ódio. Nunca vou aceitar a Fernanda não ter amado o Caio de verdade. Ela podia ter dado a volta por cima! Era só um tratamento só, para a loucura da bichinha.",-1
462,Mds mulheres de areia é uma novela mt boa kkkkk,1
55,@fulano Hoje vi um tiktok sobre a péssima atuação do Reynaldo Gianecchini em Laços de Família e lembrei de ti,-1
213,Fazer compras é sempre um bom remédio. #DuasCarasNoGloboplay,0
831,Desgraçados pedindo dinheiro emprestado. Se eu ganho na loteria desapareço no outro dia! #AGataComeuNoGloboplay,-1
825,#NosTemposDoImperador com boa audiência. Vai subir ainda mais quando começar #OClone.,1
708,ganho sempre anos de vida com a estela defendendo o alberto #AViagemNoGloboplay,1
200,"pra mim o nome disso é xenofobia mt mal disfarçada, várias crianças são fantasiadas de bonecos assassinos e variados, e EU nunca vi essa movimentação toda contra uma série/filme antes. squid game vem sendo alvo de coisas do tipo desde o lançamento e eu acho no mínimo absurdo ",-1
118,Poxa a Nair de #AGataComeu 😢😢😢,-1
1032,o pessoal achando que sexed up era uma música romântica na época de mulheres apaixonadas,1
643,o cenão que é essa cena do virgílio assustado com o espantalho e morrendo logo em seguida. #mulheresdeareia,1
809,tato e naná tão bregas vinheta jesus #AViagemNoGloboplay,-1
555, Lembro da novela Explode Coração ( acho ) kkkk,0
171,explode coração é uma enrolação da porra pq eu tô assistindo essa novela?,-1
547,Eu não vejo de começar logo o #OClone para enaltecer a minha latifa 😍,1
951," Round 6  já mostrou ser um sucesso da Netflix, mas também tem colecionado polêmicas desde o seu lançamento; saiba mais/ #Round6 #netflix #polemica / com @fulano e @fulano",-1
826,a Yanka de Explode Coração mimada insuportável,-1
196,"Andam dizendo por aí que Bolsonaro foi visitar a Terra Nostra e deixou a Michele aos cuidados do Bombeiro   Meteu  ops, Mateo",-1
820,o Marcos escolheu tripudiar da Raquel quando não é a ardilosa (responderia a altura) aí ai coitada da Ruth #MulheresDeAreia,-1
853,Novela terminando com Téo e Tato é de lascar #AViagemNoGloboplay,-1
296,Esse episódio de Verdades Secretas de hoje é tudo 🗣🗣🗣 Kika dando de cara com o pai kkkkkkkkk #VerdadesSecretas,1
304,O ERIC DANDO A ENTREVISTA MEU DEUS EU AMO ESSE MENINO DE SEX EDUCATION KKKJKKK,1
439,Que criança insuportável e intragável esse Renato. Entendo demais o ranço da Sílvia! 🤣🤣🤣 #DuasCarasNoGloboplay #duascaras,0
526,Amo uma trilha #AGataComeuNoGloboplay,1
1008, O Rei do Gado/Mulheres de areia faria isso facinho fia kkkkkkk até mais Como eu falei ali  um clássico de verdade  🤷‍♂️,1
217,teo e tato tanta radiação na minha tela que meu computador quase explodiu #AViagemNoGloboplay,-1
795,Acho que essa cadeira de rodas foi usada numa novela antiga da Globo  Selva de Pedra .,0
564,"Giovanna Antonelli relembra sucesso de Jade em O Clone : Não importa o lugar, sempre alguém me reconhece (via @fulano https://t.co/00xbuZXhsT",1
416,"Estranho,até onde eu sei a novela de maior ibope foi SELVA DE PEDRA que deu 100",1
10,top 3 agay silva — senhora do destino a indomada tieta,1
942,"rudolf tenta ridicularizar branca escrevendo loura facista e branca responde mas to bonita, em? benza deus capítulo 92 #DuasCaras #DuasCarasNoGloboplay",-1
878,"3 coisas detestáveis em cena: Téo, Raul e feijoada. #AViagemNoGloboplay",-1
88," em #round6, como foi possível colocar a dica do jogo no ovo?",0
991,"#OBemAmado, o melhor da teledramaturgia brasileira, antecipando o desempenho do atual presidente do Brasil hoje na ONU:",1
218,Próxima novela do vale a pena ver de novo vai ser O Clone🥺🥺🙏🏻🙏🏻🙏🏻 delícia,1
321,"xande - o clone, 2001",0
256,o machismo nesse capítulo de tieta. se bem que já era de esperar num fim de mundo desses... #tieta,-1
204,Tanto tempo q n vejo tv q nem sabia que estava dando verdades secretas,-1
162,Empresária e influenciadora: Por onde anda a Simone de  Laços de Família  https://t.co/A4rfrFa70H,0
359,Depois do lançamento de Round 6 tiramos a conclusão de que todo Sangwoo é: - Problemático - Gostoso,1
300,"Para quem gostou de Round 6, vai amar essa série. Dica Para quem vai ficar em casa no fim de semana. ",1
732,Amo ver essa minissérie verdade secreta 🥰,1
682,Dia 4 eles estão de volta #Oclone,0
431,Eu amo quando ela encarna a personalidade Terra Nostra,1
678,Sempre bela🤩. Na primeira foto a Marina de Pedra Sobre Pedra♥️,1
33,mais cansada q a empregada da vera fischer em laços de família,-1
870,Explode Coração. Pelo menos foi essa a novela q minha mãe me falou q tava passando quando eu nasci 😶,0
642,"sempre dou boas risadas do tato se achando valentão, no máximo morde um calcanhar #AViagemNoGloboplay",1
153,um dia eu na maior inocência ousei dizer q preferia o cravo e a rosa do q chocolate com pimenta saíram até da minha entrada usb pra me esculhambar...,-1
575,"4. A GATA COMEU (1985) Confesso que, se visse hoje por causa da boa fama não aguentaria... A novela é divertida, brincalhona, leve, despretensiosa, mas... passa do ponto na romantização do machismo. Nem sempre o clima gostoso suaviza. Um clássico do seu tempo, enfim.",-1
165,"As monbebe dizendo que tava tudo chorando mas eu só conseguia pensar na menina de Laços de Família, shownu me perdoa",0
915,vou esperar o lançamento de sex education,0
855,"Fui buscar pão hoje e achei um doguinho perdido na rua, mandei msg no grupo do condomínio e achei a dona. Agora estamos vidrados aqui vendo mulheres de areia. https://t.co/IsUlYGb0Mk",1
956,"Gaia, mas ai foi Mel por causa do o clone",0
352,Eu amava #Pedrasobrepedra❤️ Não tinha pensado o quanto são parecidos.,1
471,"@fulano Porra, mano era fraco demais. Ainda é, mas em Laços de Família era constrangedor!!!",-1
361,Não perco por nada hj verdades secretas ..,1
126,"se rolar remake de tieta, os estúdios globo vão se transformar num campo de guerra",-1
891,A Amanda que ve Explode Coração e eu que tenho sonho me imaginando de Serginho. Oh céus 🤡🤡,-1
636,"italiano bom mesmo era os de Terra Nostra, de resto estou passando longe",1
98,a participação perfeita da lady francisco em explode coração veiii skskskkskskkskskskkskskskskskkss,1
449,#AGataComeuNoGloboplay Jô rica mesmo tinha walkman,0
819,"Marina Miranda, a Nair de A Gata Comeu, faleceu hoje com 90 anos. Sinto muito. Revendo a novela, ela era muito engraçada.",1
272," tinha mais coisa mas eu nao lembro direito, eu tinha participado do round 6 uma vez e ganheikkkkkk ai fui ver a edição di proximo ano mas eu tava ajudando disfarçadamente umas pessoas pra elas ganharem e dando dica de como passar pra fase e fim",1
481,Eventos que eu considero bons se aproximando: segunda dose da vacina semana que vem e na outra semana a novela o clone no vale a pena ver de novo,1
328,Minha mente assim 😵😵🤯🤯 agr que reparei na música do Cazuza tocando ao fundo pq era tema da Renée e o Santoro em Explode Coração #ParaisoTropicalNoVIVA,0
388,AS MÃOZINHAS #AViagemNoGloboplay,0
663,"eu vivo pra esse shipp, Otávio e diná supremacia total🤧🤧 #AViagemnoGloboplay",1
248,Assistindo A favorita com a mãe e temos que xingar a Flora em toda cena que ela aparece.,-1
460,Tô doida pra ver verdades secretas.,1
850,"Como vi os episódios aleatórios, não cheguei a ver na sequência o máximo que vi foram umas atitudes machistas do chefe dela. Então realmente deve ser complicado. Mas é assim mesmo, muita coisa evoluiu dessa data pra cá. A exemplo de Laços de Família que chocou muita gente",-1
25,#SexEducation já está disponível na @fulano ,0
945,"pronto, depois de  laços de família  que maratonei no início da gravidez, voltei a Era Noveleira até meu filho nascer",1
773,Atribuiria esse viés de esquerda ao Ricardo Linhares que é também autor de Tieta e colaborou com Silva inúmeras vezes,0
389,Celebridade/América/Mulheres Apaixonadas não dá pra escolher só uma delas,1
87,"Vou citar o acidente da Simone em Selva de Pedra. (Você não deve achar que foi bem feita, mas foi bem impactante pra mim.) ",1
543,quando eu tava vendo A Favorita eu não aguentava mais ver a Flora e o Zé Bob na cama se pegando fortemente ao som de Lenine,-1
